Tweets
🔜Manic Monday https://t.co/YK8d7sv5Ov
"Danke 🇨🇭, It’s been an amazing Sommer 🙌🏼 guys, 
thank you 🙏🏼, great effort, can’t wait for the World Cup ⚽️.  Great playing Spain 🇪🇸 and good luck. 
Kopf hoch Jungs. 
Traum gsi mit euch die EM"
https://t.co/mEcudKcsGO
"🇨🇭😤👃🏼😤🇨🇭
     ⚽️⚽️⚽️"
"🇨🇭👁👃🏼👁🇨🇭
     ⚽️⚽️⚽️"
"After 18 months of rehabbing and performing behind closed doors, playing on Centre Court to a passionate crowd makes it all worth it. Thank you 🚀🙌🏼 https://t.co/7TjQbrxioR"
"Großartig 👏 👏 mega fight
Mit Herz 🇨🇭 🇨🇭 
Und jetzt Viertelfinal 🚀🚀🚀"
Humbled to have been able to raise over £1.3 million pounds for the @rogerfedererfdn .Please keep up the support by contributing to the online auction🙌🏼😃 https://t.co/r9rx1YN7PU
https://t.co/70C8RYr69J
"Thank you Sir Andy, the feeling is mutual. You gotta love it 💚 See you on the 🌱🎾 https://t.co/6Jln8V6vSw"
There’s nothing quite like it ❤️ https://t.co/A5SCKFptrs
Dancing on clouds 🕺☁️and floating above the sand 🏖 https://t.co/8GKEPYSzzM
Jumping into the new week🤩🐰🪄 https://t.co/1zgWHTRbI3
"👀 🥚 🥚 🐣 
sorry 🙌
@Gael_Monfils I am out of rhythm 
We try it again in a few weeks 🤨 https://t.co/kb9ByYmZHD"
"Like many people who grew up in Switzerland, I have fond memories of reading Globi comic books. 

Today, as I look at my old books from 1979 and early 80’s, I am honored to be reunited with Globi to share a story together.

For more information: https://t.co/RJPB9gDri3 https://t.co/sqzS6g16O5"
🚨 Early Oscar favorite? 🤪 https://t.co/tgbaNSkp31
"Who? 
😂 https://t.co/3O8W2A4YUU"
We have lots of goat’s 😋 https://t.co/Jdnm2j4Bxe https://t.co/5jqBTWxERx
"I must admit - Robert De Niro is right: Switzerland is just too perfect, too nice. 😉🇨🇭🎥 @MySwitzerland_e #IneedSwitzerland #InLoveWithSwitzerland  #paidpartnership                                  https://t.co/35N7PI2H12"
"Hollywood is on the phone. So far, most of you think that Charlize Theron is calling me. Do you agree? 🇨🇭🤔📲 #IneedSwitzerland https://t.co/0DrfQ3TR7r"
"Schön zrugg in Bern z’si  
Nice to be back in Bern🏒 🥅 🐻 https://t.co/HsEOxxsAXe"
"Hi everyone!
Happy to let you know that I will play Geneva🇨🇭 and Paris 🇫🇷. Until then I will use the time to train. Can’t wait to play in Switzerland again. ❤️🚀"
👀🥁🍿 https://t.co/YGX4ki2m0r
Very excited to team up with @MySwitzerland_e and officially present my home country 🇨🇭🎾 https://t.co/m4Re9NmSfx #IneedSwitzerland #paidpartnership https://t.co/7rwICmyc2D
"It’s been great to be back on the @atptour , loved every minute playing in Doha once again. 🙌🏼
A big thank you to the best and loyal team that helped me get here. 🙏🏼
I’ve decided it’s best to go back to training and as a result, I’ve decided to withdraw from Dubai next week. 🏋🏽 https://t.co/zp65Jt832n"
https://t.co/gKozILCRbX
"Last practice before ✈️ 
Feeling 💪🏼 and ready to go! https://t.co/kkvQTFvWE4"
"The countdown to Doha begins 
🦾😃👍#1weektogo https://t.co/EDAgvqp2Md"
@giseleofficial ✌️plus 🖐 equals 7. What an inspiring achievement. @TomBrady Age is just a number 🐐🏆 #TB12 https://t.co/R4j06LCls7
Excited for what’s to come🔥#thisistennis @atptour https://t.co/vFEfJVRjxj
"Reunited at last 😃       
#RFcapisback https://t.co/lJmqs7z1jz"
"👀👀

#RFcapisback @UQAmbassadors 
For more information go to: https://t.co/OQpC6qXiIr https://t.co/wZOz7HhEsE"
Back to work😃🏋️‍♂️👨🏼‍🏫📚🍂🍁🎾 https://t.co/zwljm17Rkv
https://t.co/TzQhBeuwML
"Congratulations Henrik, 
King of NYC 👑 🙌 https://t.co/jJA6QHjoL6"
👍🥇🇨🇭🏒 https://t.co/ejTOXMt3Hl https://t.co/CL456ddtHs
🥇 🥇 🏖 🏐🏐 https://t.co/DJXUh4KKz4
🙋🏻‍♂️🏠 🎾   🎾 🏠 👧🏼 👧🏻 🍝 🍝 = 😍 https://t.co/0Mi01O7Aqm
Happy National Swiss day 🇨🇭⛰🐄🧀 https://t.co/SPCnkmRDhl
😚 https://t.co/8nJNT5AG85
"What a moment that was for me, 
first time on center court at Wimbledon. 
Only time vs Pete my hero
I miss the Pistol 🙌 https://t.co/XJH5j3Bhcf"
👀👀 @on_running https://t.co/TWHHnyhO48
https://t.co/zXnR7gAZQA
❤️ https://t.co/m6VvmuZuHM
Now more than ever we must come together to help families in need 🙏 https://t.co/c8fhhyRBIi
🛢 🐛 🐛 = 🦋 https://t.co/KJmC2biyaI
"It probably should have happened a long time ago, but maybe now is really the time. 
These are tough times in every sport and we can come out of this with 2 weakened bodies or 1 stronger body. https://t.co/30SbbAla5g"
"I agree with you, It’s too confusing for the fans when there are different ranking systems, different logos, different websites, different tournament categories. https://t.co/zX4XTr9Rr0"
"I am not talking about merging competition on the court, but merging the 2 governing bodies (ATP and WTA) that oversee the men’s and women’s professional tours…."
I am picturing a merger between the WTA and ATP 🤝 https://t.co/qB7oGEhikN
Just wondering…..am I the only one thinking that now is the time for men’s and women’s tennis to be united and come together as one?
"@andy_murray 
🕺 https://t.co/Lg0zVQMGZJ"
"Once we finally got this thing working, yes 😂 https://t.co/2liQGHKJvT"
https://t.co/Ca9X8svSSF https://t.co/rOkWH0lntL
https://t.co/gSh7ieIgQr https://t.co/Qgq4QiqciY
https://t.co/zrboT0vaGi https://t.co/Z5udxsBxCo
https://t.co/UuJvGpCV4Y https://t.co/gcCj5wJeeE
https://t.co/Dk0ySOxsoG https://t.co/7FNi38TP7N
https://t.co/gwiSqT7KHt https://t.co/Uzd7sEQ7pq
https://t.co/LARhj7R2B4 https://t.co/k5JSRGIzJI
https://t.co/MTsXFAielI https://t.co/arvENIQ5ol
https://t.co/qGMcFrpiG8 https://t.co/7jdPzrJuyJ
https://t.co/dEnPDKiDit https://t.co/a4ZCjo7XWu
https://t.co/yL0k6lGeoM https://t.co/t30D1Bhobd
https://t.co/QyTuOodLcD https://t.co/ax1RArCK8w
https://t.co/Ba7fLw6OY8 https://t.co/rtLU5LjXSS
https://t.co/FQ9WgHdVbs https://t.co/FyvGPu4jJF
https://t.co/p730sFyz4H https://t.co/LlI1pQdv5j
https://t.co/l2ZI7ZFNDm https://t.co/YlNPhxnVgp
https://t.co/U6kG3tyOSm https://t.co/Wimto9Rg23
https://t.co/FOXRO38tuD https://t.co/biHJIm5hgt
https://t.co/73qwVoXrJp https://t.co/zvzYqkyn9d
https://t.co/BPV4VZJp9e https://t.co/5D8hGG4Ziy
https://t.co/dSDNeGQElp https://t.co/AhtKdQRS0Y
"Thank you for all your hard work, 
Seriously amazing thank you! 🙏🙏 https://t.co/fMIzoPjQIr https://t.co/bx6RcCfxaP"
https://t.co/lIzp7uAdoF https://t.co/627IPn1xUz
One of so many 😂 https://t.co/kpTkPZOsaB https://t.co/yKVOmOrY1a
https://t.co/BBdcIMuzck https://t.co/0l1R97iK7c
https://t.co/e8cDnC148I https://t.co/dRqtiFqams
"Me, kids sleeping https://t.co/L100GaXrEr https://t.co/zHEL4jHLWW"
https://t.co/2vCDfnR6xD https://t.co/PyGBIu3SSR
Absolutely https://t.co/alEf6fJOv7 https://t.co/cDrk22R3nU
https://t.co/HSBVyhxzRv https://t.co/s3Sf5yj6He
"All 

https://t.co/xFRsXK7a5u https://t.co/KA1I1dZQOo"
"Wait!?!
Give me a chance

https://t.co/PglHwXzmAN https://t.co/1Ntv339EU2"
https://t.co/lsdwfvL8IC https://t.co/gZCwsugMNe
https://t.co/9bqct03DRK https://t.co/1zQEc4B3KF
Amazing https://t.co/DzWAmSyCKK
Magnifique 👏 https://t.co/BGC9zdB2Dd
💥 🤜🤛 https://t.co/zeLsn0iGIU
🥳 https://t.co/8lK9MdNn7y
"👀 
👅 https://t.co/YQpB8KR3D9"
"Good night #twitter sphere 
💤 💤 💤 💤 💤 💤 💤 💤 https://t.co/1sZzBcRIyx"
"Don’t remember this one 
https://t.co/ShQenI8ne6 https://t.co/8H4Oukj2bA"
😬 https://t.co/DtU4wdmc2w https://t.co/v9XvKIirEY
Icon https://t.co/zmIUwopPyy
🤭🤫 https://t.co/vjBMtl2hwT
Hey https://t.co/QHrHPCrnfK https://t.co/0eydPpfGif
"Was it 7? 😁
Who cares now anyways… 😅
Best to you and your family, 
see you soon Carlito https://t.co/Aob3BOqD43"
"One of my childhood idols! 
https://t.co/cSn0XKfYKY https://t.co/ZhP2GisjHf"
😂😂😂 https://t.co/LLNlCVKYnr
"No doubt! 
https://t.co/vXDgnphdzn https://t.co/UE7V3ec1LB"
"Big time legend 
Ultimate respect https://t.co/PfFDXY85T6"
"Rochey = class
🙏 🙏🙏 https://t.co/LAAUT5VpgU"
"Not sure but I would have tried, 
He was great for the game. 
Is he still around? 🤔 https://t.co/6JlVx1ytbK"
"Carlito, loved him. 
Not sure what he is up to now! 🤷‍♂️😉 https://t.co/vlPD9rLZO8"
"Jimbo, how lucky was I to be in that picture…. legendary status https://t.co/t3yaGguztO"
"I mean, nicest person. 
Wonderful player https://t.co/zcP3OENARD"
"Watched her for hours, 
mesmerizing forehand, footwork and attitude. 
What a champ! 🙌 https://t.co/XxC78dkdU2"
"Loved watching him play, 
So happy i played him! 🇨🇱 Chiiiiii https://t.co/Y1VkjXKSIU"
"Mosquito 🦟 
Miss him https://t.co/SVs986br42"
"No thanks, 
He beat me in #Basel and Gstaad 😩 https://t.co/a80HtpEsHW"
She was she is https://t.co/OrozAY9Hgz
"@BillieJeanKing 
BJK absolutely, what a trailblazer https://t.co/mIXbkIUNaX"
"It’s ok the way it is, happy to be 0-3.
Love the guy https://t.co/dthT2G5t5S"
"Muscles 💪 
What a man https://t.co/FLKGhs7KzW"
🇦🇷 🎯 https://t.co/WQUCUSKZvs
💯 nicest guy https://t.co/4oa8X1gY3b
"Not sure 🤔 
Ok fine 🤣
@rodlaver https://t.co/azt5lfpHFo"
"Rusty!! no kidding, 
What a pain to play 😂 https://t.co/m29Cr1tD5U"
"The volley master, last time he missed a volley, apparently was in 86!!!!! https://t.co/eZvTObufJs"
"My big brother, what a guy. Lucky to have spend so much time with Marc! 🙏 https://t.co/cjK53r0rnH"
"You cannot be serious!?!?! 
Yes Mac yes for sure 😉 https://t.co/L39vuQYHkY https://t.co/TJyi16sMcB"
Pity I missed playing iron Jim https://t.co/PaExu9XnqW
"I mean pls  
https://t.co/VJB6T7TS7L https://t.co/Lwati8F6r0"
Yessss!!! https://t.co/ZqvVMy2fLc https://t.co/cuQPzYJvdm
"Björn is the king 👑 
Will always be the king in my eyes🤴 
So yes clearly duhh 😋 https://t.co/lI802xB6pK"
"Amazing I had the chance to be on the court with him so many times, I learned so much from him! 🙏 https://t.co/QPVmL1iwXE"
"She was amazing, loved watching her play. Tennis IQ was of the Charts https://t.co/X3yxsIwdB7"
Oh yeah Marat is the man https://t.co/OBl0MQVSoE
1 of them is definitely the pistol baby https://t.co/3k1YxR0Oug
Is this even real 🤯 https://t.co/PV2HQESshe
"Obviously a great choice, 
Who else would be amazing? https://t.co/ZzTbIsrQlZ"
🤔 https://t.co/5pSTuViDQS
Epic https://t.co/C0bduS6xHZ
⚫️ https://t.co/oOHAXBD9Yp
Standing in the light of your halo 😇 https://t.co/vk8zM7SDx2
This made me smile 😊 https://t.co/LSi79dY8YS
Saving breakpoints 🤮 https://t.co/uyRZ30ewRA
🙃 https://t.co/GqhMp4DMWX https://t.co/TI3wlOaqEQ
She totally would but is social media shy https://t.co/BpXgZKJLBX
🤷‍♂️ not feeling confident https://t.co/gQW6uVRtRY
🥳 https://t.co/RvcBAhhlcr
"Great look, why are you hiding your left hand 😆, keep em coming https://t.co/aFAuwxpe6U"
We are UNITED IN HOPE💚💜 @Wimbledon https://t.co/lDKJJPgFJw
"Don’t forget the split step, 
Let me know when you are ready for a re-match in mini ping pong 😉 https://t.co/LtidhTwsHr"
"🙌 🙌

🤜|🤛 https://t.co/CDTZoTcEMw"
🏴‍☠️ 👍 https://t.co/Yto1bipHbk
"True but social distancing, hand wash and no shake hands etc at the moment is 🔑 . 
Let’s get this 🦠 under control. 
Nice video https://t.co/HuRJn1qQJb"
🥇 https://t.co/Woj4rDhJJR
C’etais excellent 🤹🏻‍♂️ https://t.co/9SblHfr0FT
"Classic,
You guys are funny https://t.co/MIHHgl9GIM"
"You do, love the flat cap. 
Feel like I need one too 🤜 | 🤛 https://t.co/Z0VzYhZWtv"
"Nice to reconnect Yashas, 
Looking good big guy, keep it up https://t.co/BrVicOQV9R"
👌 https://t.co/plAEM48Id4 https://t.co/7gQFiQUYtP
"🦗 noise epic
Wow serious moves
Bravo https://t.co/UnMk7lDLqg"
Rock solid https://t.co/CtXprO1t2n
Don’t be scared of the 🎾 😁 https://t.co/tkYVObQq68
Hello Ana María 👋 https://t.co/KvD96bJscq
"Against the mirror or window is extra difficult, forza Italia ❤️ https://t.co/g2yv8TRFjx"
"I brought the hat I wore on the video back from Quito, great video 💪 https://t.co/8E71Khoit7"
"Don’t lean back, strong in the wrist. 
Keep up the great work https://t.co/uAOlrY1n4i"
"Style 👌
Continue l’entrainement stp 😉 https://t.co/mLVQALKztM"
Love the confidence not to drop the 🎾 on the 🐶 https://t.co/8FdnxfQGXx
Strong 💪 https://t.co/9V1P0wpobn
"Winter time in the summer 
Love it 
Careful for the 📺 https://t.co/whoc0Ugcb3"
"Nice work, 
I Like the broken racket in the back! 👍 https://t.co/TIHhxaa3bP"
😂 good try though https://t.co/bFjvnuS2sj
@djokernole @giannis_An34 @kingjames @thierryhenry @serenawilliams @lindseyvonn @mikaelashiffrin @ValeYellow46 @lewishamilton @Ibra_official @chrishemsworth @jtimberlake
"How else are you guys #TrainingFromHome 
@tonikroos @gianluigibuffon @imVkohli @tombrady @trevornoah @luka7doncic @billgates @swish41 @cristiano @alexzverev @cocogauff @kensingtonroyal @realhughjackman @rafaelnadal @stephencurry30 @therock @beargrylls @coldplay https://t.co/N8BHl4v0HR"
Here’s a helpful solo drill. Let’s see what you got! Reply back with a video and I’ll provide some tips. Choose your hat wisely 🎩😉👊 #tennisathome https://t.co/05lliIqh1h
"Another glimpse into the stay at home practice routine 🧤🧣🎾👊
I hope everyone is safe and healthy. Stay positive. Keep active. Support one another. We will get through this together🙏 #stayhome https://t.co/ZVqMZ2ZpXc"
"Absolutely, health and family https://t.co/t31L86vsFk"
Devastated https://t.co/Fg2c1EuTQY https://t.co/cm1wE2VwIp
On Ice that would be nice 🦈 https://t.co/o9n3dIazZO
🤜🤛 https://t.co/Xa3ql3a6Jf
👍 https://t.co/kkAB0sreVA
Making sure I still remember how to hit trick shots #TennisAtHome https://t.co/DKDKQTaluY
https://t.co/TR08OWTcu3
https://t.co/l0bnPPKEQe
"New city 😁✅
Historic Venue💯✅
Back with the squad🌍🔵🙌
Bring on Boston! https://t.co/nre9H22zfm"
https://t.co/VVGI1o8XYZ
Epic recap from last week’s journey to Cape town!🗺 Thank you again! ⁦@Trevornoah⁩ ⁦@BillGates⁩ ⁦@RafaelNadal⁩ ⁦@rogerfedererfdn⁩ #MatchInAfrica https://t.co/qHCjmIVUkH
"🤹‍♂️🥁🚀🏟
Speechless 😶 https://t.co/oI3YSR7eLd"
"3 people, one big 🧠 https://t.co/8Od8z2z2Eu"
Last thing anyone needs is another Nadal on tour! 😂🤷🏻‍♂️ https://t.co/mmcoivRDfr
"Thanks for the warm up today ⁦Lloyd, onwards and upwards for a great career. 🎾 🇿🇦 https://t.co/ePkVPinY9h"
"Truly a special trip! 
See you soon Namibia 
📚 📖 🗺 ❤️ https://t.co/WoJMzPq1sj"
"🤯🥳 🇿🇦 
#MatchInAfrica 
#CapeTown https://t.co/E8Drm2DPNp"
Capetown! 😃 https://t.co/5eUINKZLJu
"Challenge accepted! 
What’s your team name? 
Ours is #Gateserer 😎 https://t.co/RzyHphgbhc"
Tune in this evening on @espn at 8pm to see our journey across Latin America 🇦🇷 🇨🇱 🇨🇴🇲🇽 🇪🇨 #vivalatam ⁦@AlexZverev⁩ https://t.co/XBY48ulEQ1
"Thanks, 
Fed’s or tail?
😄 https://t.co/R4yNtWPgIv"
"Thank you Switzerland🇨🇭and Swissmint for this incredible honour and privilege. 🙏

#DankeSchweiz
#MerciLaSuisse
#GrazieSvizzera
#GraziaSvizra https://t.co/gNs6qYjOh6"
It’s ON‼️ So excited to be a part of the family #GameON @on_running #ad https://t.co/QJ2IAaA00q
"Juan Manuel, thanks for coming to the game. I hope you slept well after the match! 💤 💤 
So nice to see kids in the stadium, always! https://t.co/Psc05F2oCd"
"Gracias Ecuador 🇪🇨 
What a wonderful country.
I have to come back. https://t.co/teBCguA9eF"
😂😂😂 https://t.co/U9vxyolRoa
"⁦@nicolapentti⁩ thanks for welcoming ⁦@AlexZverev⁩ and me to your beautiful country! 
2,850 meters altitude tonight for the match?!? 
Help Nico 😜🤪🥴 https://t.co/dno3bqf54O"
"Quito, Ecuador!!! 🇪🇨 
Thanks for the welcome already! Can’t wait for the Match tonight. 
Nico great to be here and see you again my friend!!! https://t.co/TqZaJnD8KK"
"THANK YOU ALL!!! 
❤️💚🇲🇽🙏 https://t.co/LwlvpwI7Cv"
Thanks for coming 🙏 https://t.co/BuqU6U63XD
"I will never forget this magical evening in Mexico City with @AlexZverev⁩ 
42’517 people came, 
We broke this record together! 
Viva Mexico
❤️❤️❤️❤️ https://t.co/z6GJ6Yfq7P"
"40’000+ people tonight
It’s an honor #Mexico 
#TheGreatestMatch https://t.co/rVpKf75UBf"
🇲🇽 Mexico 🇲🇽 https://t.co/huYovShw76
"I promise everyone Sasha and I will be returning in the future to give our Colombian fans the chance to see us play. 
With such great and lasting memories from my 2012 tour to Bogota I can’t wait to make that happen again."
"I am heartbroken for the people of Bogota. Due to the curfew tonight, unfortunately we could not put on the match I have waited so long for…"
"⁦@delpotrojuan⁩ great seeing you and get well soon!
Until next time Argentina 🇦🇷 
💙💙💙💙 https://t.co/1uD2QY2Znc"
📸🥁🎺🎸🎉❤️ https://t.co/YAvBEvt2yW
"CHI CHI CHI LE LE LE
#VivaChile
Gracias 
I will never forget 👋 https://t.co/xcqeJ2SvYl"
Wonderful to see Fernando Gonzalez in Chile 🇨🇱 https://t.co/Y2GjOz2Wdk
🏔🗿🗺🏎🛬 https://t.co/FNwSj8czXD
https://t.co/5h7ESmRkcq
"It’s been an amazing trip so far, so many great fans and moments. Let me share some pictures with you if that’s ok!? 
Chile 🇨🇱 and Argentina 🇦🇷 it has been a blast, Gracias a todos 🙏"
"Long time no see👀, Latin American friends! 👋 Can’t wait to see you soon 🙌✈️

🇨🇱 11/19 - #Santiago 

🇦🇷 11/20 - #BuenosAires 

🇨🇴 11/22 - #Bogota 

🇲🇽 11/23 - #MexicoCity

🇪🇨 11/24 - #Quito

#RFgoingLatamerer
#VivaLatam
#RFonDreamTour https://t.co/ZfzjeIm4ud"
"Maximum respect for all Rugby players, amazing toughness and fairness.
South Africa 🇿🇦 you did it! 
World Cup Champions, wow! 
I am incredibly happy! 
#RugbyWorldCup 
#Springboks"
🎊🎊10is🎊🎊 https://t.co/pdDJNA7Ddh
BASEL 😭 🏆 https://t.co/n8kYXYTtBr
🍕 party 🎉 https://t.co/SVJ8ztgUKt
I am just so happy right now https://t.co/zn4lSgM5Tw
Wow 😮 https://t.co/Wzo4AgSe6q
🕺 https://t.co/Jma3GvteFy
Gracias 😉 https://t.co/Ukhq3RXLbl
🗣let’s go https://t.co/FAfGxf1KCN
"Amazing crowd.
Dangge Basel. 
🙏 https://t.co/4GhuvcdQZb"
🎥🎞🎤📺😂 https://t.co/o3RtHm0z3t
"Great effort this week guys, 
fantastic tennis.
🤜🤛 https://t.co/goKOiNCxqP"
"It excites me to go to new places, it gives me a chance to play in new stadiums for different fans. I love it https://t.co/oXaiQQdP9w"
I played there in the year 1999 🥴 https://t.co/9mQWr4aUo6
😳😳😳😳😳😳 https://t.co/npA15ybA92
"Congrats guys, amazing season so far and it’s not even over!!!🥳 https://t.co/iyzE4xuIBV"
"Nope, after World Tour Finals I will play in South America and  Mexico. And Hangzou China at the end of the year. 
👣🎾 🌎 🌍 🌏 👣 https://t.co/PVf24vDnl1"
🧐 https://t.co/3kYUDI86mV
"Good one, i messed it up with a foot fault though 🤷‍♂️ https://t.co/HQvfhTzmp5"
"Are you sure?
I will check…… https://t.co/3Y6OaWSt9h"
😂 https://t.co/FpHCrQRzb4
"4 kids later, good luck with that master plan! 🙄 https://t.co/QNeMwzTucz"
Hello 👋 https://t.co/9p1hpsopx2
"Also Baslerdütsch eifach 😂 Bündner, Berner und anderi probieri immer wieder mol….. 
😉 https://t.co/JqofnC7cBh"
"Well sometimes, but sleep is so important people, but I still didn’t, just because. 😏 https://t.co/hJFc1QrZC7"
"Clearly, never in doubt https://t.co/2RxINqPHwj"
100% yes https://t.co/LvcDPPTX4g
